"month","division","line","day_type","reporting_category","delays"
"2024-05-01","B DIVISION","JZ","1","Infrastructure & Equipment","271"
"2024-05-01","B DIVISION","JZ","1","External Factors","44"
"2024-05-01","B DIVISION","JZ","1","Planned ROW Work","516"
"2024-05-01","B DIVISION","JZ","1","Police & Medical","264"
"2024-05-01","B DIVISION","JZ","1","Operating Conditions","98"
"2024-05-01","B DIVISION","JZ","2","Police & Medical","99"
"2024-05-01","B DIVISION","JZ","2","Operating Conditions","10"
"2024-05-01","B DIVISION","JZ","2","External Factors","8"
"2024-05-01","B DIVISION","JZ","2","Crew Availability","26"
"2024-05-01","B DIVISION","JZ","2","Planned ROW Work","83"
"2024-05-01","B DIVISION","JZ","2","Infrastructure & Equipment","12"
"2024-05-01","B DIVISION","L","1","Planned ROW Work","306"
"2024-05-01","B DIVISION","L","1","Crew Availability","94"
"2024-05-01","B DIVISION","L","1","Police & Medical","132"
"2024-05-01","B DIVISION","L","1","Infrastructure & Equipment","571"
"2024-05-01","B DIVISION","L","1","Operating Conditions","6"
"2024-05-01","B DIVISION","L","2","Planned ROW Work","10"
"2024-05-01","B DIVISION","L","2","External Factors","6"
"2024-05-01","B DIVISION","L","2","Police & Medical","51"
"2024-05-01","B DIVISION","L","2","Infrastructure & Equipment","33"
"2024-05-01","B DIVISION","L","2","Operating Conditions","1"
"2024-05-01","B DIVISION","L","2","Crew Availability","17"
"2024-05-01","B DIVISION","M","1","Infrastructure & Equipment","317"
"2024-05-01","B DIVISION","M","1","Planned ROW Work","319"
"2024-05-01","B DIVISION","M","1","Crew Availability","118"
"2024-05-01","B DIVISION","M","1","Operating Conditions","67"
"2024-05-01","B DIVISION","M","1","Police & Medical","325"
"2024-05-01","B DIVISION","M","1","External Factors","18"
"2024-05-01","B DIVISION","M","2","Police & Medical","30"
"2024-05-01","B DIVISION","M","2","Crew Availability","34"
"2024-05-01","B DIVISION","M","2","External Factors","3"
"2024-05-01","B DIVISION","M","2","Infrastructure & Equipment","60"
"2024-05-01","B DIVISION","M","2","Planned ROW Work","14"
"2024-05-01","B DIVISION","M","2","Operating Conditions","5"
"2024-05-01","B DIVISION","N","1","Infrastructure & Equipment","989"
"2024-05-01","B DIVISION","N","1","Police & Medical","588"
"2024-05-01","B DIVISION","N","1","Operating Conditions","149"
"2024-05-01","B DIVISION","N","1","Crew Availability","145"
"2024-05-01","B DIVISION","N","1","Planned ROW Work","922"
"2024-05-01","B DIVISION","N","1","External Factors","8"
"2024-05-01","B DIVISION","N","2","Planned ROW Work","404"
"2024-05-01","B DIVISION","N","2","Crew Availability","86"
"2024-05-01","B DIVISION","N","2","Infrastructure & Equipment","134"
"2024-05-01","B DIVISION","N","2","Police & Medical","76"
"2024-05-01","B DIVISION","N","2","Operating Conditions","42"
"2024-05-01","B DIVISION","Q","1","Infrastructure & Equipment","475"
"2024-05-01","B DIVISION","Q","1","Police & Medical","315"
"2024-05-01","B DIVISION","Q","1","External Factors","11"
"2024-05-01","B DIVISION","Q","1","Operating Conditions","63"
"2024-05-01","B DIVISION","Q","1","Crew Availability","86"
"2024-05-01","B DIVISION","Q","1","Planned ROW Work","191"
"2024-05-01","B DIVISION","Q","2","Planned ROW Work","117"
"2024-05-01","B DIVISION","Q","2","Police & Medical","129"
"2024-05-01","B DIVISION","Q","2","Operating Conditions","17"
"2024-05-01","B DIVISION","Q","2","Infrastructure & Equipment","46"
"2024-05-01","B DIVISION","Q","2","Crew Availability","25"
"2024-05-01","B DIVISION","R","1","Planned ROW Work","368"
"2024-05-01","B DIVISION","R","1","Operating Conditions","61"
"2024-05-01","B DIVISION","R","1","External Factors","18"
"2024-05-01","B DIVISION","R","1","Infrastructure & Equipment","578"
"2024-05-01","B DIVISION","R","1","Crew Availability","101"
"2024-05-01","B DIVISION","R","1","Police & Medical","502"
"2024-05-01","B DIVISION","R","2","Planned ROW Work","97"
"2024-05-01","B DIVISION","R","2","Crew Availability","46"
"2024-05-01","B DIVISION","R","2","Police & Medical","61"
"2024-05-01","B DIVISION","R","2","Infrastructure & Equipment","65"
"2024-05-01","B DIVISION","R","2","Operating Conditions","6"
"2024-05-01","B DIVISION","S Fkln","1","Crew Availability","6"
"2024-05-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","11"
"2024-05-01","B DIVISION","S Fkln","1","Planned ROW Work","2"
"2024-05-01","B DIVISION","S Fkln","2","Police & Medical","6"
"2024-05-01","B DIVISION","S Rock","1","Crew Availability","1"
"2024-05-01","B DIVISION","S Rock","1","Police & Medical","19"
"2024-05-01","B DIVISION","S Rock","1","External Factors","107"
"2024-05-01","B DIVISION","S Rock","1","Planned ROW Work","17"
"2024-05-01","B DIVISION","S Rock","1","Operating Conditions","1"
"2024-05-01","B DIVISION","S Rock","1","Infrastructure & Equipment","8"
"2024-05-01","B DIVISION","S Rock","2","External Factors","19"
"2024-05-01","B DIVISION","S Rock","2","Infrastructure & Equipment","2"
"2024-05-01","B DIVISION","S Rock","2","Crew Availability","2"
"2024-05-01","B DIVISION","S Rock","2","Planned ROW Work","1"
"2024-06-01","A DIVISION","1","1","External Factors","5"
"2024-06-01","A DIVISION","1","1","Operating Conditions","217"
"2024-06-01","A DIVISION","1","1","Planned ROW Work","497"
"2024-06-01","A DIVISION","1","1","Infrastructure & Equipment","524"
"2024-06-01","A DIVISION","1","1","Crew Availability","84"
"2024-06-01","A DIVISION","1","1","Police & Medical","374"
"2024-06-01","A DIVISION","1","2","Infrastructure & Equipment","37"
"2024-06-01","A DIVISION","1","2","Planned ROW Work","38"
"2024-06-01","A DIVISION","1","2","Police & Medical","78"
"2024-06-01","A DIVISION","1","2","Crew Availability","64"
"2024-06-01","A DIVISION","1","2","Operating Conditions","47"
"2024-06-01","A DIVISION","2","1","Crew Availability","115"
"2024-06-01","A DIVISION","2","1","Police & Medical","440"
"2024-06-01","A DIVISION","2","1","Operating Conditions","265"
"2024-06-01","A DIVISION","2","1","External Factors","26"
"2024-06-01","A DIVISION","2","1","Infrastructure & Equipment","547"
"2024-06-01","A DIVISION","2","1","Planned ROW Work","378"
"2024-06-01","A DIVISION","2","2","Police & Medical","125"
"2024-06-01","A DIVISION","2","2","Crew Availability","63"
"2024-06-01","A DIVISION","2","2","External Factors","7"
"2024-06-01","A DIVISION","2","2","Infrastructure & Equipment","124"
"2024-06-01","A DIVISION","2","2","Operating Conditions","387"
"2024-06-01","A DIVISION","2","2","Planned ROW Work","204"
"2024-06-01","A DIVISION","3","1","Police & Medical","246"
"2024-06-01","A DIVISION","3","1","Infrastructure & Equipment","244"
"2024-06-01","A DIVISION","3","1","External Factors","30"
"2024-06-01","A DIVISION","3","1","Operating Conditions","153"
"2024-06-01","A DIVISION","3","1","Planned ROW Work","73"
"2024-06-01","A DIVISION","3","1","Crew Availability","79"
"2024-06-01","A DIVISION","3","2","Infrastructure & Equipment","78"
"2024-06-01","A DIVISION","3","2","Police & Medical","96"
"2024-06-01","A DIVISION","3","2","External Factors","6"
"2024-06-01","A DIVISION","3","2","Planned ROW Work","119"
"2024-06-01","A DIVISION","3","2","Crew Availability","32"
"2024-06-01","A DIVISION","3","2","Operating Conditions","112"
"2024-06-01","A DIVISION","4","1","Infrastructure & Equipment","540"
"2024-06-01","A DIVISION","4","1","Police & Medical","409"
"2024-06-01","A DIVISION","4","1","Operating Conditions","253"
"2024-06-01","A DIVISION","4","1","External Factors","19"
"2024-06-01","A DIVISION","4","1","Crew Availability","65"
"2024-06-01","A DIVISION","4","1","Planned ROW Work","143"
"2024-06-01","A DIVISION","4","2","Planned ROW Work","182"
"2024-06-01","A DIVISION","4","2","Infrastructure & Equipment","78"
"2024-06-01","A DIVISION","4","2","Crew Availability","32"
"2024-06-01","A DIVISION","4","2","Operating Conditions","177"
"2024-06-01","A DIVISION","4","2","Police & Medical","73"
"2024-06-01","A DIVISION","5","1","Police & Medical","426"
"2024-06-01","A DIVISION","5","1","External Factors","36"
"2024-06-01","A DIVISION","5","1","Crew Availability","44"
"2024-06-01","A DIVISION","5","1","Infrastructure & Equipment","569"
"2024-06-01","A DIVISION","5","1","Operating Conditions","193"
"2024-06-01","A DIVISION","5","1","Planned ROW Work","99"
"2024-06-01","A DIVISION","5","2","Crew Availability","20"
"2024-06-01","A DIVISION","5","2","Infrastructure & Equipment","32"
"2024-06-01","A DIVISION","5","2","Planned ROW Work","45"
"2024-06-01","A DIVISION","5","2","Operating Conditions","122"
"2024-06-01","A DIVISION","5","2","Police & Medical","50"
"2024-06-01","A DIVISION","6","1","Crew Availability","75"
"2024-06-01","A DIVISION","6","1","Police & Medical","716"
"2024-06-01","A DIVISION","6","1","Operating Conditions","647"
"2024-06-01","A DIVISION","6","1","Planned ROW Work","340"
"2024-06-01","A DIVISION","6","1","External Factors","23"
"2024-06-01","A DIVISION","6","1","Infrastructure & Equipment","559"
"2024-06-01","A DIVISION","6","2","Crew Availability","57"
"2024-06-01","A DIVISION","6","2","Police & Medical","137"
"2024-06-01","A DIVISION","6","2","Operating Conditions","247"
"2024-06-01","A DIVISION","6","2","Planned ROW Work","357"
"2024-06-01","A DIVISION","6","2","External Factors","1"
"2024-06-01","A DIVISION","6","2","Infrastructure & Equipment","118"
"2024-06-01","A DIVISION","7","1","External Factors","115"
"2024-06-01","A DIVISION","7","1","Operating Conditions","12"
"2024-06-01","A DIVISION","7","1","Crew Availability","69"
"2024-06-01","A DIVISION","7","1","Police & Medical","243"
"2024-06-01","A DIVISION","7","1","Planned ROW Work","73"
"2024-06-01","A DIVISION","7","1","Infrastructure & Equipment","680"
"2024-06-01","A DIVISION","7","2","Operating Conditions","7"
"2024-06-01","A DIVISION","7","2","Infrastructure & Equipment","51"
"2024-06-01","A DIVISION","7","2","Police & Medical","147"
"2024-06-01","A DIVISION","7","2","Crew Availability","50"
"2024-06-01","A DIVISION","7","2","Planned ROW Work","34"
"2024-06-01","A DIVISION","S 42nd","1","Police & Medical","7"
"2024-06-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","92"
"2024-06-01","B DIVISION","A","1","Planned ROW Work","551"
"2024-06-01","B DIVISION","A","1","Crew Availability","231"
"2024-06-01","B DIVISION","A","1","Operating Conditions","186"
"2024-06-01","B DIVISION","A","1","Infrastructure & Equipment","454"
"2024-06-01","B DIVISION","A","1","Police & Medical","348"
"2024-06-01","B DIVISION","A","1","External Factors","97"
"2024-06-01","B DIVISION","A","2","Planned ROW Work","514"
"2024-06-01","B DIVISION","A","2","Police & Medical","158"
"2024-06-01","B DIVISION","A","2","Operating Conditions","107"
"2024-06-01","B DIVISION","A","2","External Factors","59"
"2024-06-01","B DIVISION","A","2","Crew Availability","125"
"2024-06-01","B DIVISION","A","2","Infrastructure & Equipment","146"
"2024-06-01","B DIVISION","B","1","Police & Medical","271"
"2024-06-01","B DIVISION","B","1","Crew Availability","164"
"2024-06-01","B DIVISION","B","1","Infrastructure & Equipment","273"
"2024-06-01","B DIVISION","B","1","Planned ROW Work","55"
"2024-06-01","B DIVISION","B","1","External Factors","156"
"2024-06-01","B DIVISION","B","1","Operating Conditions","141"
"2024-06-01","B DIVISION","C","1","Infrastructure & Equipment","363"
"2024-06-01","B DIVISION","C","1","External Factors","6"
"2024-06-01","B DIVISION","C","1","Police & Medical","340"
"2024-06-01","B DIVISION","C","1","Operating Conditions","166"
"2024-06-01","B DIVISION","C","1","Crew Availability","155"
"2024-06-01","B DIVISION","C","1","Planned ROW Work","94"
"2024-06-01","B DIVISION","C","2","Crew Availability","90"
"2024-06-01","B DIVISION","C","2","Operating Conditions","165"
"2024-06-01","B DIVISION","C","2","Infrastructure & Equipment","70"
"2024-06-01","B DIVISION","C","2","External Factors","2"
"2024-06-01","B DIVISION","C","2","Planned ROW Work","277"
"2024-06-01","B DIVISION","C","2","Police & Medical","87"
"2024-06-01","B DIVISION","D","1","External Factors","91"
"2024-06-01","B DIVISION","D","1","Crew Availability","154"
"2024-06-01","B DIVISION","D","1","Operating Conditions","108"
"2024-06-01","B DIVISION","D","1","Planned ROW Work","379"
"2024-06-01","B DIVISION","D","1","Police & Medical","322"
"2024-06-01","B DIVISION","D","1","Infrastructure & Equipment","260"
"2024-06-01","B DIVISION","D","2","Crew Availability","89"
"2024-06-01","B DIVISION","D","2","Police & Medical","135"
"2024-06-01","B DIVISION","D","2","Planned ROW Work","408"
"2024-06-01","B DIVISION","D","2","Infrastructure & Equipment","46"
"2024-06-01","B DIVISION","D","2","Operating Conditions","94"
"2024-06-01","B DIVISION","E","1","Operating Conditions","80"
"2024-06-01","B DIVISION","E","1","Police & Medical","282"
"2024-06-01","B DIVISION","E","1","External Factors","12"
"2024-06-01","B DIVISION","E","1","Planned ROW Work","575"
"2024-06-01","B DIVISION","E","1","Infrastructure & Equipment","472"
"2024-06-01","B DIVISION","E","1","Crew Availability","127"
"2024-06-01","B DIVISION","E","2","Infrastructure & Equipment","57"
"2024-06-01","B DIVISION","E","2","Police & Medical","59"
"2024-06-01","B DIVISION","E","2","Crew Availability","59"
"2024-06-01","B DIVISION","E","2","Planned ROW Work","210"
"2024-06-01","B DIVISION","E","2","Operating Conditions","5"
"2024-06-01","B DIVISION","F","1","Crew Availability","281"
"2024-06-01","B DIVISION","F","1","Infrastructure & Equipment","425"
"2024-06-01","B DIVISION","F","1","Operating Conditions","164"
"2024-06-01","B DIVISION","F","1","Planned ROW Work","672"
"2024-06-01","B DIVISION","F","1","Police & Medical","264"
"2024-06-01","B DIVISION","F","2","Police & Medical","99"
"2024-06-01","B DIVISION","F","2","Infrastructure & Equipment","96"
"2024-06-01","B DIVISION","F","2","Crew Availability","107"
"2024-06-01","B DIVISION","F","2","Operating Conditions","19"
"2024-06-01","B DIVISION","F","2","Planned ROW Work","358"
"2024-06-01","B DIVISION","G","1","Infrastructure & Equipment","123"
"2024-06-01","B DIVISION","G","1","Crew Availability","84"
"2024-06-01","B DIVISION","G","1","Planned ROW Work","256"
"2024-06-01","B DIVISION","G","1","Operating Conditions","61"
"2024-06-01","B DIVISION","G","1","Police & Medical","102"
"2024-06-01","B DIVISION","G","2","Planned ROW Work","119"
"2024-06-01","B DIVISION","G","2","Operating Conditions","24"
"2024-06-01","B DIVISION","G","2","Crew Availability","19"
"2024-06-01","B DIVISION","G","2","Police & Medical","42"
"2024-06-01","B DIVISION","G","2","Infrastructure & Equipment","54"
"2024-06-01","B DIVISION","JZ","1","Crew Availability","61"
"2024-06-01","B DIVISION","JZ","1","External Factors","5"
"2024-06-01","B DIVISION","JZ","1","Police & Medical","89"
"2024-06-01","B DIVISION","JZ","1","Planned ROW Work","352"
"2024-06-01","B DIVISION","JZ","1","Infrastructure & Equipment","300"
"2024-06-01","B DIVISION","JZ","1","Operating Conditions","53"
"2024-06-01","B DIVISION","JZ","2","Planned ROW Work","132"
"2024-06-01","B DIVISION","JZ","2","Infrastructure & Equipment","65"
"2024-06-01","B DIVISION","JZ","2","Crew Availability","57"
"2024-06-01","B DIVISION","JZ","2","Operating Conditions","34"
"2024-06-01","B DIVISION","JZ","2","Police & Medical","50"
"2024-06-01","B DIVISION","JZ","2","External Factors","1"
"2024-06-01","B DIVISION","L","1","Operating Conditions","2"
"2024-06-01","B DIVISION","L","1","Police & Medical","86"
"2024-06-01","B DIVISION","L","1","Infrastructure & Equipment","307"
"2024-06-01","B DIVISION","L","1","External Factors","1"
"2024-06-01","B DIVISION","L","1","Crew Availability","131"
"2024-06-01","B DIVISION","L","1","Planned ROW Work","116"
"2024-06-01","B DIVISION","L","2","Infrastructure & Equipment","121"
"2024-06-01","B DIVISION","L","2","Police & Medical","59"
"2024-06-01","B DIVISION","L","2","Crew Availability","32"
"2024-06-01","B DIVISION","L","2","Planned ROW Work","77"
"2024-06-01","B DIVISION","M","1","Crew Availability","166"
"2024-06-01","B DIVISION","M","1","Planned ROW Work","146"
"2024-06-01","B DIVISION","M","1","External Factors","29"
"2024-06-01","B DIVISION","M","1","Police & Medical","182"
"2024-06-01","B DIVISION","M","1","Infrastructure & Equipment","338"
"2024-06-01","B DIVISION","M","1","Operating Conditions","68"
"2024-06-01","B DIVISION","M","2","Infrastructure & Equipment","32"
"2024-06-01","B DIVISION","M","2","Police & Medical","46"
"2024-06-01","B DIVISION","M","2","Operating Conditions","55"
"2024-06-01","B DIVISION","M","2","Crew Availability","63"
"2024-06-01","B DIVISION","M","2","Planned ROW Work","48"
"2024-06-01","B DIVISION","N","1","Infrastructure & Equipment","522"
"2024-06-01","B DIVISION","N","1","Crew Availability","288"
"2024-06-01","B DIVISION","N","1","Police & Medical","325"
"2024-06-01","B DIVISION","N","1","External Factors","163"
"2024-06-01","B DIVISION","N","1","Operating Conditions","120"
"2024-06-01","B DIVISION","N","1","Planned ROW Work","563"
"2024-06-01","B DIVISION","N","2","External Factors","1"
"2024-06-01","B DIVISION","N","2","Infrastructure & Equipment","144"
"2024-06-01","B DIVISION","N","2","Operating Conditions","122"
"2024-06-01","B DIVISION","N","2","Planned ROW Work","228"
"2024-06-01","B DIVISION","N","2","Crew Availability","88"
"2024-06-01","B DIVISION","N","2","Police & Medical","99"
"2024-06-01","B DIVISION","Q","1","External Factors","184"
"2024-06-01","B DIVISION","Q","1","Infrastructure & Equipment","288"
"2024-06-01","B DIVISION","Q","1","Crew Availability","144"
"2024-06-01","B DIVISION","Q","1","Operating Conditions","48"
"2024-06-01","B DIVISION","Q","1","Police & Medical","341"
"2024-06-01","B DIVISION","Q","1","Planned ROW Work","174"
"2024-06-01","B DIVISION","Q","2","Police & Medical","142"
"2024-06-01","B DIVISION","Q","2","Operating Conditions","74"
"2024-06-01","B DIVISION","Q","2","Infrastructure & Equipment","180"
"2024-06-01","B DIVISION","Q","2","Planned ROW Work","186"
"2024-06-01","B DIVISION","Q","2","Crew Availability","56"
"2024-06-01","B DIVISION","R","1","Planned ROW Work","262"
"2024-06-01","B DIVISION","R","1","Police & Medical","272"
"2024-06-01","B DIVISION","R","1","External Factors","95"
"2024-06-01","B DIVISION","R","1","Crew Availability","187"
"2024-06-01","B DIVISION","R","1","Infrastructure & Equipment","322"
"2024-06-01","B DIVISION","R","1","Operating Conditions","102"
"2024-06-01","B DIVISION","R","2","Infrastructure & Equipment","65"
"2024-06-01","B DIVISION","R","2","Planned ROW Work","125"
"2024-06-01","B DIVISION","R","2","External Factors","5"
"2024-06-01","B DIVISION","R","2","Police & Medical","78"
"2024-06-01","B DIVISION","R","2","Operating Conditions","27"
"2024-06-01","B DIVISION","R","2","Crew Availability","92"
"2024-06-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","8"
"2024-06-01","B DIVISION","S Fkln","2","Police & Medical","11"
"2024-06-01","B DIVISION","S Rock","1","Infrastructure & Equipment","7"
"2024-06-01","B DIVISION","S Rock","1","Planned ROW Work","14"
"2024-06-01","B DIVISION","S Rock","1","External Factors","78"
"2024-06-01","B DIVISION","S Rock","1","Police & Medical","14"
"2024-06-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2024-06-01","B DIVISION","S Rock","2","Infrastructure & Equipment","9"
"2024-06-01","B DIVISION","S Rock","2","Operating Conditions","2"
"2024-06-01","B DIVISION","S Rock","2","External Factors","44"
"2024-06-01","B DIVISION","S Rock","2","Planned ROW Work","6"
"2024-06-01","B DIVISION","S Rock","2","Crew Availability","9"
"2024-07-01","A DIVISION","1","1","Police & Medical","572"
"2024-07-01","A DIVISION","1","1","External Factors","8"
"2024-07-01","A DIVISION","1","1","Operating Conditions","266"
"2024-07-01","A DIVISION","1","1","Crew Availability","179"
"2024-07-01","A DIVISION","1","1","Infrastructure & Equipment","788"
"2024-07-01","A DIVISION","1","1","Planned ROW Work","520"
"2024-07-01","A DIVISION","1","2","Planned ROW Work","72"
"2024-07-01","A DIVISION","1","2","Operating Conditions","44"
"2024-07-01","A DIVISION","1","2","Crew Availability","15"
"2024-07-01","A DIVISION","1","2","Police & Medical","20"
"2024-07-01","A DIVISION","1","2","Infrastructure & Equipment","29"
"2024-07-01","A DIVISION","2","1","Operating Conditions","417"
"2024-07-01","A DIVISION","2","1","Infrastructure & Equipment","530"
"2024-07-01","A DIVISION","2","1","Police & Medical","284"
"2024-07-01","A DIVISION","2","1","Crew Availability","136"
"2024-07-01","A DIVISION","2","1","Planned ROW Work","447"
"2024-07-01","A DIVISION","2","1","External Factors","3"
"2024-07-01","A DIVISION","2","2","Operating Conditions","299"
"2024-07-01","A DIVISION","2","2","Police & Medical","94"
"2024-07-01","A DIVISION","2","2","Infrastructure & Equipment","91"
"2024-07-01","A DIVISION","2","2","Crew Availability","19"
"2024-07-01","A DIVISION","2","2","Planned ROW Work","164"
"2024-07-01","A DIVISION","2","2","External Factors","10"
"2024-07-01","A DIVISION","3","1","External Factors","2"
"2024-07-01","A DIVISION","3","1","Police & Medical","301"
"2024-07-01","A DIVISION","3","1","Crew Availability","123"
"2024-07-01","A DIVISION","3","1","Infrastructure & Equipment","409"
"2024-07-01","A DIVISION","3","1","Planned ROW Work","66"
"2024-07-01","A DIVISION","3","1","Operating Conditions","143"
"2024-07-01","A DIVISION","3","2","Police & Medical","49"
"2024-07-01","A DIVISION","3","2","Operating Conditions","96"
"2024-07-01","A DIVISION","3","2","Crew Availability","25"
"2024-07-01","A DIVISION","3","2","Infrastructure & Equipment","37"
"2024-07-01","A DIVISION","3","2","Planned ROW Work","186"
"2024-07-01","A DIVISION","3","2","External Factors","3"
"2024-07-01","A DIVISION","4","1","Crew Availability","126"
"2024-07-01","A DIVISION","4","1","Police & Medical","399"
"2024-07-01","A DIVISION","4","1","Planned ROW Work","128"
"2024-07-01","A DIVISION","4","1","Operating Conditions","272"
"2024-07-01","A DIVISION","4","1","Infrastructure & Equipment","406"
"2024-07-01","A DIVISION","4","2","Infrastructure & Equipment","156"
"2024-07-01","A DIVISION","4","2","Operating Conditions","259"
"2024-07-01","A DIVISION","4","2","Police & Medical","108"
"2024-07-01","A DIVISION","4","2","Planned ROW Work","119"
"2024-07-01","A DIVISION","4","2","Crew Availability","26"
"2024-07-01","A DIVISION","5","1","External Factors","34"
"2024-07-01","A DIVISION","5","1","Planned ROW Work","167"
"2024-07-01","A DIVISION","5","1","Police & Medical","293"
"2024-07-01","A DIVISION","5","1","Operating Conditions","181"
"2024-07-01","A DIVISION","5","1","Infrastructure & Equipment","351"
"2024-07-01","A DIVISION","5","1","Crew Availability","113"
"2024-07-01","A DIVISION","5","2","Planned ROW Work","23"
"2024-07-01","A DIVISION","5","2","Infrastructure & Equipment","72"
"2024-07-01","A DIVISION","5","2","Operating Conditions","80"
"2024-07-01","A DIVISION","5","2","Police & Medical","44"
"2024-07-01","A DIVISION","5","2","Crew Availability","4"
"2024-07-01","A DIVISION","6","1","External Factors","14"
"2024-07-01","A DIVISION","6","1","Operating Conditions","529"
"2024-07-01","A DIVISION","6","1","Planned ROW Work","409"
"2024-07-01","A DIVISION","6","1","Police & Medical","534"
"2024-07-01","A DIVISION","6","1","Crew Availability","162"
"2024-07-01","A DIVISION","6","1","Infrastructure & Equipment","723"
"2024-07-01","A DIVISION","6","2","Police & Medical","101"
"2024-07-01","A DIVISION","6","2","Planned ROW Work","123"
"2024-07-01","A DIVISION","6","2","Infrastructure & Equipment","61"
"2024-07-01","A DIVISION","6","2","External Factors","4"
"2024-07-01","A DIVISION","6","2","Crew Availability","18"
"2024-07-01","A DIVISION","6","2","Operating Conditions","217"
"2024-07-01","A DIVISION","7","1","Police & Medical","326"
"2024-07-01","A DIVISION","7","1","Crew Availability","177"
"2024-07-01","A DIVISION","7","1","Infrastructure & Equipment","356"
"2024-07-01","A DIVISION","7","1","Operating Conditions","24"
"2024-07-01","A DIVISION","7","1","Planned ROW Work","91"
"2024-07-01","A DIVISION","7","2","Operating Conditions","7"
"2024-07-01","A DIVISION","7","2","Police & Medical","30"
"2024-07-01","A DIVISION","7","2","Infrastructure & Equipment","15"
"2024-07-01","A DIVISION","7","2","External Factors","1"
"2024-07-01","A DIVISION","7","2","Planned ROW Work","54"
"2024-07-01","A DIVISION","7","2","Crew Availability","25"
"2024-07-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","7"
"2024-07-01","A DIVISION","S 42nd","1","Police & Medical","21"
"2024-07-01","A DIVISION","S 42nd","2","Infrastructure & Equipment","9"
"2024-07-01","B DIVISION","A","1","Planned ROW Work","517"
"2024-07-01","B DIVISION","A","1","Operating Conditions","184"
"2024-07-01","B DIVISION","A","1","Infrastructure & Equipment","647"
"2024-07-01","B DIVISION","A","1","External Factors","69"
"2024-07-01","B DIVISION","A","1","Police & Medical","319"
"2024-07-01","B DIVISION","A","1","Crew Availability","216"
"2024-07-01","B DIVISION","A","2","Operating Conditions","162"
"2024-07-01","B DIVISION","A","2","Infrastructure & Equipment","229"
"2024-07-01","B DIVISION","A","2","Crew Availability","93"
"2024-07-01","B DIVISION","A","2","Police & Medical","93"
"2024-07-01","B DIVISION","A","2","Planned ROW Work","529"
"2024-07-01","B DIVISION","A","2","External Factors","52"
"2024-07-01","B DIVISION","B","1","External Factors","8"
"2024-07-01","B DIVISION","B","1","Crew Availability","211"
"2024-07-01","B DIVISION","B","1","Infrastructure & Equipment","713"
"2024-07-01","B DIVISION","B","1","Planned ROW Work","227"
"2024-07-01","B DIVISION","B","1","Police & Medical","395"
"2024-07-01","B DIVISION","B","1","Operating Conditions","135"
"2024-07-01","B DIVISION","C","1","Police & Medical","304"
"2024-07-01","B DIVISION","C","1","External Factors","4"
"2024-07-01","B DIVISION","C","1","Planned ROW Work","198"
"2024-07-01","B DIVISION","C","1","Crew Availability","197"
"2024-07-01","B DIVISION","C","1","Operating Conditions","304"
"2024-07-01","B DIVISION","C","1","Infrastructure & Equipment","583"
"2024-07-01","B DIVISION","C","2","External Factors","3"
"2024-07-01","B DIVISION","C","2","Police & Medical","54"
"2024-07-01","B DIVISION","C","2","Planned ROW Work","339"
"2024-07-01","B DIVISION","C","2","Infrastructure & Equipment","112"
"2024-07-01","B DIVISION","C","2","Operating Conditions","145"
"2024-07-01","B DIVISION","C","2","Crew Availability","93"
"2024-07-01","B DIVISION","D","1","Operating Conditions","151"
"2024-07-01","B DIVISION","D","1","Planned ROW Work","539"
"2024-07-01","B DIVISION","D","1","External Factors","1"
"2024-07-01","B DIVISION","D","1","Crew Availability","247"
"2024-07-01","B DIVISION","D","1","Infrastructure & Equipment","702"
"2024-07-01","B DIVISION","D","1","Police & Medical","301"
"2024-07-01","B DIVISION","D","2","Infrastructure & Equipment","87"
"2024-07-01","B DIVISION","D","2","Police & Medical","147"
"2024-07-01","B DIVISION","D","2","External Factors","4"
"2024-07-01","B DIVISION","D","2","Planned ROW Work","310"
"2024-07-01","B DIVISION","D","2","Operating Conditions","21"
"2024-07-01","B DIVISION","D","2","Crew Availability","69"
"2024-07-01","B DIVISION","E","1","Police & Medical","196"
"2024-07-01","B DIVISION","E","1","Infrastructure & Equipment","924"
"2024-07-01","B DIVISION","E","1","Planned ROW Work","563"
"2024-07-01","B DIVISION","E","1","Crew Availability","98"
"2024-07-01","B DIVISION","E","1","Operating Conditions","98"
"2024-07-01","B DIVISION","E","2","Planned ROW Work","89"
"2024-07-01","B DIVISION","E","2","Infrastructure & Equipment","19"
"2024-07-01","B DIVISION","E","2","Crew Availability","38"
"2024-07-01","B DIVISION","E","2","Operating Conditions","20"
"2024-07-01","B DIVISION","E","2","Police & Medical","41"
"2024-07-01","B DIVISION","F","1","External Factors","4"
"2024-07-01","B DIVISION","F","1","Operating Conditions","119"
"2024-07-01","B DIVISION","F","1","Police & Medical","260"
"2024-07-01","B DIVISION","F","1","Crew Availability","265"
"2024-07-01","B DIVISION","F","1","Planned ROW Work","745"
"2024-07-01","B DIVISION","F","1","Infrastructure & Equipment","1,051"
"2024-07-01","B DIVISION","F","2","Crew Availability","59"
"2024-07-01","B DIVISION","F","2","Police & Medical","72"
